unit,task_id,mixer,seed,p,strategy,status,loss,energy_report,p_opt,p_feas,p_opt_given_feas,objective_evaluations,gradient_evaluations,work_credits,work_budget,nominal_layer_work,fit_seconds,iterations,winner_call,active_parameter_count,earlier_parameter_change,incomplete_previous_calls_charged,ancestor_calls,ancestor_gradients,ancestor_credits,ancestor_layer_work,ancestor_fit_seconds,cumulative_layer_work,cumulative_credits,cumulative_fit_seconds,cumulative_calls,parent_record,parent_sha256,winner_sha256,has_state,complex_state_sha256,independent_state_error,cnot,ancillas,one_qubit,toffoli,initial_parameters_sha256,anchor_present,prefix_present
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,70,WARM_JOINT,BUDGET_EXHAUSTED,-0.09824390961685169,-0.09824390961685156,0.06617960613538834,0.48245987057766654,0.13717121396262266,94,93,280,280,19600,81.12193655967712,80,94,140,2.392535182249535,0,3369,3301,9971,447767,1868.1690652370453,467367,10251,1949.2910017967224,3463,fits/tv2_m16_branch_00__MULTI__s9101/p069/WARM_JOINT/WINNER.json,68d347ee851a6fdc7bb462232b460f62ee5c6df7d09b0eb8314ef0a2c8756b10,a95130e4204b8668c87d1edf9b741730c83bd7eb10ad78aa3788467fd457fd72,False,,,704480,509,884186,94360,0730e875e8443e9b8aa1f8831ef273a8922aa56bb96c9f65037543759d644113,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,71,FROZEN_LAYERWISE,CONVERGED,0.3840376794455249,0.384037679445525,1.2736680457597906e-05,9.325891901045428e-05,0.13657332288153726,4,3,10,284,710,2.912665367126465,2,4,2,0.0,0,793,724,2241,66261,271.83212447166443,66971,2251,274.7447898387909,797,fits/tv2_m16_branch_00__MULTI__s9101/p070/FROZEN_LAYERWISE/WINNER.json,c4a49b5fa47e0632ba06053b4207d45db5cb3b35623a1b36b669ede349979ee1,5ec21b8ad497060bc0b6974db3f41f5edb9b54f8beaebe7d7bdc940d063c7ccc,False,,,714544,509,896817,95708,70d11df89f0b8cc29513cf788b939ba337e6bf785c2593ef58195c9bddfdf1f4,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,71,WARM_JOINT,BUDGET_EXHAUSTED,-0.1034786805806644,-0.10347868058066687,0.07376300729881582,0.4927375635493152,0.14970039379072694,95,94,283,284,20093,81.67368674278259,84,95,142,1.2707500801795026,0,3463,3394,10251,467367,1949.2910017967224,487460,10534,2030.964688539505,3558,fits/tv2_m16_branch_00__MULTI__s9101/p070/WARM_JOINT/WINNER.json,a95130e4204b8668c87d1edf9b741730c83bd7eb10ad78aa3788467fd457fd72,47c96a2228c6864e6b0c32b08ef9b183e68eb7ff1c41b34e29e51dff5b5ae67a,False,,,714544,509,896817,95708,d8450d48b748b87b6071ed51b2c9ad9207c396088a2cbce6f52d48829bf4448d,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,72,FROZEN_LAYERWISE,CONVERGED,0.384037678291712,0.3840376782917119,1.2736415093820495e-05,9.326218396819059e-05,0.13656569631871981,5,4,13,288,936,3.8257455825805664,3,5,2,0.0,0,797,727,2251,66971,274.7447898387909,67907,2264,278.57053542137146,802,fits/tv2_m16_branch_00__MULTI__s9101/p071/FROZEN_LAYERWISE/WINNER.json,5ec21b8ad497060bc0b6974db3f41f5edb9b54f8beaebe7d7bdc940d063c7ccc,c48cea2caf7621a7587edb12650de58fe63e5f85e2df5b1ada7cb503a459eb2c,False,,,724608,509,909448,97056,e8d8267f9ed9acbe4c4555368a3f35ed9cb3af43b82b314ff1fea259b7802e8d,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,72,WARM_JOINT,BUDGET_EXHAUSTED,-0.10684038809943236,-0.10684038809943192,0.08086235337813369,0.4994401963935286,0.1619059778568945,96,95,286,288,20592,84.43857502937317,81,95,144,1.362390817610592,0,3558,3488,10534,487460,2030.964688539505,508052,10820,2115.403263568878,3654,fits/tv2_m16_branch_00__MULTI__s9101/p071/WARM_JOINT/WINNER.json,47c96a2228c6864e6b0c32b08ef9b183e68eb7ff1c41b34e29e51dff5b5ae67a,aae23427fdff604150717e192db24df592fa2da0c45e939bba3e9df5717c630f,False,,,724608,509,909448,97056,bf4504aa7900e10076791b1b51fcd1f786a0978570b5984af276d72d3e478580,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,73,FROZEN_LAYERWISE,CONVERGED,0.38403767826406876,0.38403767826406876,1.2736451525132812e-05,9.326173269999245e-05,0.1365667477582029,4,3,10,292,730,2.994215726852417,2,4,2,0.0,0,802,731,2264,67907,278.57053542137146,68637,2274,281.5647511482239,806,fits/tv2_m16_branch_00__MULTI__s9101/p072/FROZEN_LAYERWISE/WINNER.json,c48cea2caf7621a7587edb12650de58fe63e5f85e2df5b1ada7cb503a459eb2c,5723ebff6dde47622fe53a5f6c2083943d12452aaa3bdaf2f87f4e0c6f0dba91,False,,,734672,509,922079,98404,d07eea91caa2943ac7df3c89be45329bab0758df4b56d05b86a5f33e2f5cd424,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,73,WARM_JOINT,BUDGET_EXHAUSTED,-0.11093041522139922,-0.11093041522139843,0.08226402545922257,0.5019222214448629,0.16389795459227227,98,97,292,292,21316,85.75261783599854,86,98,146,0.8738520872265292,0,3654,3583,10820,508052,2115.403263568878,529368,11112,2201.1558814048767,3752,fits/tv2_m16_branch_00__MULTI__s9101/p072/WARM_JOINT/WINNER.json,aae23427fdff604150717e192db24df592fa2da0c45e939bba3e9df5717c630f,cb6e6d4f37ccde58f0ab9448b68ff462e90815a8dfdb7479b4b9d2895278d68b,False,,,734672,509,922079,98404,633772d01f08b937b22a912941ecb1bcf8292e94cfa2e10cd1967cda3e880215,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,74,FROZEN_LAYERWISE,CONVERGED,0.384037678245237,0.38403767824523705,1.2736410696593172e-05,9.32622348855464e-05,0.1365655746103832,4,3,10,296,740,2.999119997024536,2,4,2,0.0,0,806,734,2274,68637,281.5647511482239,69377,2284,284.5638711452484,810,fits/tv2_m16_branch_00__MULTI__s9101/p073/FROZEN_LAYERWISE/WINNER.json,5723ebff6dde47622fe53a5f6c2083943d12452aaa3bdaf2f87f4e0c6f0dba91,793708e35c4ba7202c9462ff42261f5b71dfb404c202942fa0ff91daed1101dd,False,,,744736,509,934710,99752,5c6de09bcd35329ffd7a5834e2e5c688a3661226792d825dcf74f7e24c3c7334,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,74,WARM_JOINT,BUDGET_EXHAUSTED,-0.12260483586709947,-0.12260483586709836,0.07926601563627002,0.5066359101302567,0.15645558092376563,99,98,295,296,21830,90.08028292655945,89,99,148,2.109458213591836,0,3752,3680,11112,529368,2201.1558814048767,551198,11407,2291.236164331436,3851,fits/tv2_m16_branch_00__MULTI__s9101/p073/WARM_JOINT/WINNER.json,cb6e6d4f37ccde58f0ab9448b68ff462e90815a8dfdb7479b4b9d2895278d68b,79507e6bbeb8df532e65b908f4953c11a3abce286e0be86e7b8cb16d116bb1fe,False,,,744736,509,934710,99752,56fcfaf26329be32f2ae1ebcab9d2cc8b731a1aa8b2006d9e33e3f03012a2b34,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,75,FROZEN_LAYERWISE,CONVERGED,0.3840376779306786,0.3840376779306787,1.2736546193263467e-05,9.326052739130364e-05,0.13656952785419402,5,4,13,300,975,4.224419355392456,3,5,2,0.0,0,810,737,2284,69377,284.5638711452484,70352,2297,288.78829050064087,815,fits/tv2_m16_branch_00__MULTI__s9101/p074/FROZEN_LAYERWISE/WINNER.json,793708e35c4ba7202c9462ff42261f5b71dfb404c202942fa0ff91daed1101dd,3a40a0985ff12f15f02888231e7bd78418c2572ba83d822393acf763ab71fb76,False,,,754800,509,947341,101100,b0f42f6d5c544d0f72d9646cfbf71fca5245e15fa691e81219b60238e65e9086,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,75,WARM_JOINT,BUDGET_EXHAUSTED,-0.12838473905891806,-0.12838473905891779,0.074385219151491,0.5069775248264107,0.1467229127700691,100,99,298,300,22350,90.48285436630249,90,100,150,2.0100391099387545,0,3851,3778,11407,551198,2291.236164331436,573548,11705,2381.7190186977386,3951,fits/tv2_m16_branch_00__MULTI__s9101/p074/WARM_JOINT/WINNER.json,79507e6bbeb8df532e65b908f4953c11a3abce286e0be86e7b8cb16d116bb1fe,aca70303f45d8018ac207d1bf9d52727c903efdcb29d14554ce0e80fd1e4e83e,False,,,754800,509,947341,101100,11dffa995ec055b46d9d2eb78b606c2f9bd4da0eb1df1c5ec6ab560ee7a3a345,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,76,FROZEN_LAYERWISE,CONVERGED,0.38402781181750334,0.3840278118175039,1.2752626961983487e-05,9.335963784521928e-05,0.13659679125069055,17,16,49,304,3724,15.065421104431152,11,17,2,0.0,0,815,741,2297,70352,288.78829050064087,74076,2346,303.853711605072,832,fits/tv2_m16_branch_00__MULTI__s9101/p075/FROZEN_LAYERWISE/WINNER.json,3a40a0985ff12f15f02888231e7bd78418c2572ba83d822393acf763ab71fb76,da9361b909dd57c918677fdd6d0b6bd306228afa5f010c630bcd4a82f926ed3e,False,,,764864,509,959972,102448,bb9553725b92a555c38ca080ab9f2cf1b0515b817333a6d638049e6dc4b6b735,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,76,WARM_JOINT,BUDGET_EXHAUSTED,-0.13120253769153617,-0.1312025376915365,0.07058130586223788,0.5079754258308293,0.13894629990574292,102,101,304,304,23104,93.89922595024109,89,102,152,1.3293662448588293,0,3951,3877,11705,573548,2381.7190186977386,596652,12009,2475.6182446479797,4053,fits/tv2_m16_branch_00__MULTI__s9101/p075/WARM_JOINT/WINNER.json,aca70303f45d8018ac207d1bf9d52727c903efdcb29d14554ce0e80fd1e4e83e,35098d80886e87770c7344d8c5e0506ff977413d02c3695e9ff1f1f2367b8085,False,,,764864,509,959972,102448,68410bbf0a0f665cf627890b28bf6c0c27835c38e8d900f7c6314bb593f7b07c,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,77,FROZEN_LAYERWISE,CONVERGED,0.3840278116711513,0.3840278116711514,1.2752689726522928e-05,9.336000805664983e-05,0.13659692187242245,4,3,10,308,770,3.074497699737549,2,4,2,0.0,0,832,757,2346,74076,303.853711605072,74846,2356,306.92820930480957,836,fits/tv2_m16_branch_00__MULTI__s9101/p076/FROZEN_LAYERWISE/WINNER.json,da9361b909dd57c918677fdd6d0b6bd306228afa5f010c630bcd4a82f926ed3e,1ad4eab57e7d8c5494ffca62da08640e2d7dc5df95ca9a7eadcb428cf6094ad6,False,,,774928,509,972603,103796,e47e9269d3c51a29c547b65755f6a04a0b99d9f34fde45f8a7a49c452d73734b,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,77,WARM_JOINT,BUDGET_EXHAUSTED,-0.13252087822468167,-0.1325208782246805,0.06835155364926922,0.5086436923470927,0.13438002805827953,103,102,307,308,23639,94.46129107475281,90,103,154,0.976751869980401,0,4053,3978,12009,596652,2475.6182446479797,620291,12316,2570.0795357227325,4156,fits/tv2_m16_branch_00__MULTI__s9101/p076/WARM_JOINT/WINNER.json,35098d80886e87770c7344d8c5e0506ff977413d02c3695e9ff1f1f2367b8085,0d120beeafd2348effd8cfecb7b06eff31853376b5074ff35114dc88d9ecfc7f,False,,,774928,509,972603,103796,a4fdc8d41e53651ef26d135fe8d83537ea99428fbbec26c12ab6aaaece9a7f9d,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,78,FROZEN_LAYERWISE,CONVERGED,0.3840278093286375,0.3840278093286375,1.2752895943276296e-05,9.33617537688515e-05,0.13659657652586937,4,3,10,312,780,3.2139132022857666,2,4,2,0.0,0,836,760,2356,74846,306.92820930480957,75626,2366,310.14212250709534,840,fits/tv2_m16_branch_00__MULTI__s9101/p077/FROZEN_LAYERWISE/WINNER.json,1ad4eab57e7d8c5494ffca62da08640e2d7dc5df95ca9a7eadcb428cf6094ad6,76d8b0afb5b6bb59229552545ecfc4b1e64c984bbdbcf529d4f5c2023d3e3a01,False,,,784992,509,985234,105144,faa5f6fd14106902ca1d9f37b023f23b9074a84d5a8a416742724efa1db820e9,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,78,WARM_JOINT,BUDGET_EXHAUSTED,-0.13335424929390838,-0.13335424929390696,0.06679871387704482,0.5085956569419771,0.1313395286909922,104,103,310,312,24180,97.1545991897583,89,104,156,0.6888701890295694,0,4156,4080,12316,620291,2570.0795357227325,644471,12626,2667.234134912491,4260,fits/tv2_m16_branch_00__MULTI__s9101/p077/WARM_JOINT/WINNER.json,0d120beeafd2348effd8cfecb7b06eff31853376b5074ff35114dc88d9ecfc7f,2533c12e4d68f9534eff6b71d386b219bb116e8db91e8388a63be66cdbe01c9c,False,,,784992,509,985234,105144,a887a3e51659374d11db10d93a5f584f842b9611adac62692763fe66a89891e3,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,79,FROZEN_LAYERWISE,CONVERGED,0.38402780684422855,0.38402780684422855,1.275263588683021e-05,9.336023731947592e-05,0.13659600974653777,5,4,13,316,1027,4.1226160526275635,3,5,2,0.0,0,840,763,2366,75626,310.14212250709534,76653,2379,314.2647385597229,845,fits/tv2_m16_branch_00__MULTI__s9101/p078/FROZEN_LAYERWISE/WINNER.json,76d8b0afb5b6bb59229552545ecfc4b1e64c984bbdbcf529d4f5c2023d3e3a01,9a81d16de8c4ed549363e39a5f75dc1235a523f2be7b063b32660af86e7dd896,False,,,795056,509,997865,106492,c18a013a60b25584ec7918070ac2a5e74586a6de5459a1b8bef25dd4a572efb5,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,79,WARM_JOINT,BUDGET_EXHAUSTED,-0.13363459278852619,-0.13363459278852483,0.06618155332668292,0.508849620742222,0.13006112342217863,106,105,316,316,24964,100.8325080871582,98,106,158,0.7301343461231153,0,4260,4183,12626,644471,2667.234134912491,669435,12942,2768.066642999649,4366,fits/tv2_m16_branch_00__MULTI__s9101/p078/WARM_JOINT/WINNER.json,2533c12e4d68f9534eff6b71d386b219bb116e8db91e8388a63be66cdbe01c9c,079f837bb6010b76a646d25b7d7f404979ae654ba7a9d85996552b2701ca2b11,False,,,795056,509,997865,106492,911a623168c9d230b679bf969a14bd78ba8cf96d97d43d7f0183fb35366b4d48,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,80,FROZEN_LAYERWISE,CONVERGED,0.3840278068238417,0.3840278068238416,1.2752611950015153e-05,9.336010202668567e-05,0.13659595130230254,5,4,13,320,1040,4.282162189483643,3,5,2,0.0,0,845,767,2379,76653,314.2647385597229,77693,2392,318.54690074920654,850,fits/tv2_m16_branch_00__MULTI__s9101/p079/FROZEN_LAYERWISE/WINNER.json,9a81d16de8c4ed549363e39a5f75dc1235a523f2be7b063b32660af86e7dd896,2206ab641d9f525fde1f542c0473148c717bd100865faf0c8520f8db5184f166,False,,,805120,509,1010496,107840,61efc6e798cb68ceb2df5bc636094666e861a09671c48bd33266ada55f732215,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,80,WARM_JOINT,BUDGET_EXHAUSTED,-0.1368210754314848,-0.13682107543148336,0.06513015451103794,0.5130193273625419,0.12695458248303304,107,106,319,320,25520,106.26849293708801,97,107,160,1.4276261441102371,0,4366,4288,12942,669435,2768.066642999649,694955,13261,2874.335135936737,4473,fits/tv2_m16_branch_00__MULTI__s9101/p079/WARM_JOINT/WINNER.json,079f837bb6010b76a646d25b7d7f404979ae654ba7a9d85996552b2701ca2b11,6a8ece7e340afcd79d7793d872cad2b824c388969aa85cb6413f1836221f80b3,False,,,805120,509,1010496,107840,b9f9b8fc02994c8d0d04c1ea21784348fca34ad94b9332fd9abce199399f092d,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,81,FROZEN_LAYERWISE,CONVERGED,0.3840278067967203,0.38402780679672077,1.2752584745125223e-05,9.335995405625355e-05,0.13659587640158027,4,3,10,324,810,3.3359873294830322,2,4,2,0.0,0,850,771,2392,77693,318.54690074920654,78503,2402,321.8828880786896,854,fits/tv2_m16_branch_00__MULTI__s9101/p080/FROZEN_LAYERWISE/WINNER.json,2206ab641d9f525fde1f542c0473148c717bd100865faf0c8520f8db5184f166,b552b8eec15cf9532e3d63fe1064e681410823eb341d5307d7747ba2802d09f0,False,,,815184,509,1023127,109188,b79f6888a8b44f8c2862896560bc2e1d1da0c262f9ee6659fda70bd341b3658d,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,81,WARM_JOINT,BUDGET_EXHAUSTED,-0.14354738560538904,-0.14354738560538868,0.07010128022953324,0.5167983470567353,0.1356453259356833,108,107,322,324,26082,106.91713428497314,97,108,162,1.6249321078538796,0,4473,4394,13261,694955,2874.335135936737,721037,13583,2981.25227022171,4581,fits/tv2_m16_branch_00__MULTI__s9101/p080/WARM_JOINT/WINNER.json,6a8ece7e340afcd79d7793d872cad2b824c388969aa85cb6413f1836221f80b3,d28e7b1a29f4798ad74ca79491bfa27fbfa224d75d70907eb9fee93673b57c17,False,,,815184,509,1023127,109188,71cdff111b5bcbad0837aa30dacd5c941a8f224af147acc08b25d1b01977f38c,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,82,FROZEN_LAYERWISE,CONVERGED,0.3840278053703627,0.3840278053703625,1.275235330994988e-05,9.335900509890186e-05,0.13659478586388535,4,3,10,328,820,3.3439314365386963,2,4,2,0.0,0,854,774,2402,78503,321.8828880786896,79323,2412,325.22681951522827,858,fits/tv2_m16_branch_00__MULTI__s9101/p081/FROZEN_LAYERWISE/WINNER.json,b552b8eec15cf9532e3d63fe1064e681410823eb341d5307d7747ba2802d09f0,b378c8d6bc05346a9fd320150c4424fb0176a7151d40fecb9a1092c02edaf70c,False,,,825248,509,1035758,110536,e2f1e94de2729ebfc913f4a11273d9480cbecf1fa67cfcbe8e80480c65e400cb,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,82,WARM_JOINT,BUDGET_EXHAUSTED,-0.14525315770685382,-0.14525315770685335,0.07108787350689598,0.5179636726964596,0.13724490201565806,110,109,328,328,26896,112.98089742660522,99,110,164,1.5737703469423858,0,4581,4501,13583,721037,2981.25227022171,747933,13911,3094.2331676483154,4691,fits/tv2_m16_branch_00__MULTI__s9101/p081/WARM_JOINT/WINNER.json,d28e7b1a29f4798ad74ca79491bfa27fbfa224d75d70907eb9fee93673b57c17,6db1e7f15ad143c218d011b215664f9c3f641915c3d8cc786805255ea44883bc,False,,,825248,509,1035758,110536,f383ac096dace34dd75e58bf861b0ca32a349342506c28e37667d29c4a174ab0,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,83,FROZEN_LAYERWISE,CONVERGED,0.38402780520086965,0.38402780520086915,1.275227030088206e-05,9.335869693688675e-05,0.13659434760002032,5,4,13,332,1079,4.610469818115234,3,5,2,0.0,0,858,777,2412,79323,325.22681951522827,80402,2425,329.8372893333435,863,fits/tv2_m16_branch_00__MULTI__s9101/p082/FROZEN_LAYERWISE/WINNER.json,b378c8d6bc05346a9fd320150c4424fb0176a7151d40fecb9a1092c02edaf70c,2b0699bfcd3c1e7283324834686236bb735e0f7a75d3f8ffbd6c1a98c5ebf027,False,,,835312,509,1048389,111884,1296f805cbb7cd38c20f8d7a4832250f912d613fe1a662e2a223443a23c7e8fe,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,83,WARM_JOINT,BUDGET_EXHAUSTED,-0.14638953691448675,-0.14638953691448733,0.07177262652324383,0.51988675868417,0.13805434611356496,111,110,331,332,27473,110.97762823104858,102,111,166,0.8370822965527516,0,4691,4610,13911,747933,3094.2331676483154,775406,14242,3205.210795879364,4802,fits/tv2_m16_branch_00__MULTI__s9101/p082/WARM_JOINT/WINNER.json,6db1e7f15ad143c218d011b215664f9c3f641915c3d8cc786805255ea44883bc,f30a034d88e01231a37e3abe450926b5a61db9c71b9a00a6b33fe85d9f34874b,False,,,835312,509,1048389,111884,e8645cfef65fa5e1cb0274e27729a8b520ddafccde889327313e56ee0570c22a,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,84,FROZEN_LAYERWISE,CONVERGED,0.3840141768448082,0.38401417684480843,1.2822874914875673e-05,9.314071958713161e-05,0.1376720619264712,16,15,46,336,3864,15.52368974685669,5,16,2,0.0,0,863,781,2425,80402,329.8372893333435,84266,2471,345.3609790802002,879,fits/tv2_m16_branch_00__MULTI__s9101/p083/FROZEN_LAYERWISE/WINNER.json,2b0699bfcd3c1e7283324834686236bb735e0f7a75d3f8ffbd6c1a98c5ebf027,a5e7e29321db34b13a259dd04d2fc1d4ac185bea447391529297f13700cbade6,False,,,845376,509,1061020,113232,4a8b7aa2624751a89ffc0a06e9714a71f2d3c3451f1713d49149cec95ecdde41,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,84,WARM_JOINT,BUDGET_EXHAUSTED,-0.14699032752889687,-0.14699032752889632,0.07287048667415055,0.5210086232423873,0.13986426217028128,112,111,334,336,28056,113.07871675491333,98,112,168,0.6364253248527227,0,4802,4720,14242,775406,3205.210795879364,803462,14576,3318.2895126342773,4914,fits/tv2_m16_branch_00__MULTI__s9101/p083/WARM_JOINT/WINNER.json,f30a034d88e01231a37e3abe450926b5a61db9c71b9a00a6b33fe85d9f34874b,554bd57351f0af98fc7ed4dd6ea659ca06c4b007028e19784bd8653004d287f3,False,,,845376,509,1061020,113232,ef0777d17d12e2af511f2509d06ca06e3970120e3f4b72aba429da772e1dbaff,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,85,FROZEN_LAYERWISE,CONVERGED,0.38401417653366626,0.38401417653366604,1.2823210863782441e-05,9.313965045831669e-05,0.1376772491702799,4,3,10,340,850,3.389474630355835,2,4,2,0.0,0,879,796,2471,84266,345.3609790802002,85116,2481,348.75045371055603,883,fits/tv2_m16_branch_00__MULTI__s9101/p084/FROZEN_LAYERWISE/WINNER.json,a5e7e29321db34b13a259dd04d2fc1d4ac185bea447391529297f13700cbade6,abef2e27b851e6a46d3469825dad59b540d6d5463460a28fe0106f9b5fe9f731,False,,,855440,509,1073651,114580,4bb652494b174f3cea9aaf9515da67a0df8e5121001ae51b7fa0f2351f9f87df,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,85,WARM_JOINT,BUDGET_EXHAUSTED,-0.1474815650445769,-0.1474815650445767,0.07283261189730235,0.5216676369412809,0.13961497079701038,114,113,340,340,28900,116.78372478485107,99,114,170,1.212346811104044,0,4914,4831,14576,803462,3318.2895126342773,832362,14916,3435.0732374191284,5028,fits/tv2_m16_branch_00__MULTI__s9101/p084/WARM_JOINT/WINNER.json,554bd57351f0af98fc7ed4dd6ea659ca06c4b007028e19784bd8653004d287f3,9a066c2c39e477036048363db32fca2377b27ddc51e866cbe3f3eff629a00ca4,False,,,855440,509,1073651,114580,6d9d26689b6adfd9d3d3cd330180c7a6a867064ff18d28f451577777ea19ba99,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,86,FROZEN_LAYERWISE,CONVERGED,0.38401417593019427,0.3840141759301945,1.2823688207198195e-05,9.313816055834262e-05,0.1376845766581928,4,3,10,344,860,3.523810863494873,2,4,2,0.0,0,883,799,2481,85116,348.75045371055603,85976,2491,352.2742645740509,887,fits/tv2_m16_branch_00__MULTI__s9101/p085/FROZEN_LAYERWISE/WINNER.json,abef2e27b851e6a46d3469825dad59b540d6d5463460a28fe0106f9b5fe9f731,2c033a4f7c616615d718280949caf3ec95fe987d7d88f7d935fe952f9ab8fe9a,False,,,865504,509,1086282,115928,0b5ce3a98cfa24dd818028913558b5df2396b11b99e16bc0c9b7a00ea36183f1,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,86,WARM_JOINT,BUDGET_EXHAUSTED,-0.18612009374277386,-0.1861200937427738,0.08021389067097354,0.5578385827783314,0.14379408873345745,115,114,343,344,29498,119.23529958724976,104,115,172,1.303017665140517,0,5028,4944,14916,832362,3435.0732374191284,861860,15259,3554.308537006378,5143,fits/tv2_m16_branch_00__MULTI__s9101/p085/WARM_JOINT/WINNER.json,9a066c2c39e477036048363db32fca2377b27ddc51e866cbe3f3eff629a00ca4,490879cf013a382bbc29431e9d61d048c51578b9e6bacb6078016eb546c46178,False,,,865504,509,1086282,115928,d78438ff980bdf7511eea739157eb5f417a07975c12b2e6d2bcb855a1cb8269f,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,87,FROZEN_LAYERWISE,CONVERGED,0.3840029807648218,0.384002980764822,1.2801841965670873e-05,9.304727977328853e-05,0.13758426895297535,25,24,73,348,6351,25.55392837524414,14,25,2,0.0,0,887,802,2491,85976,352.2742645740509,92327,2564,377.82819294929504,912,fits/tv2_m16_branch_00__MULTI__s9101/p086/FROZEN_LAYERWISE/WINNER.json,2c033a4f7c616615d718280949caf3ec95fe987d7d88f7d935fe952f9ab8fe9a,8a35c8854e97ffb9f6f8ac685b85365d4c1ad229c2853ea2a4d2dbc2726fcd7e,False,,,875568,509,1098913,117276,ba34f789822e302ec022e632f7b2af0ea34a2df12ae5f53c135d90cab9f1abef,True,True
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,87,WARM_JOINT,BUDGET_EXHAUSTED,-0.22806232797442738,-0.2280623279744279,0.0881436724803962,0.6022927844946775,0.14634688435517051,116,115,346,348,30102,121.6166000366211,105,116,174,1.4436764062365128,0,5143,5058,15259,861860,3554.308537006378,891962,15605,3675.9251370429993,5259,fits/tv2_m16_branch_00__MULTI__s9101/p086/WARM_JOINT/WINNER.json,490879cf013a382bbc29431e9d61d048c51578b9e6bacb6078016eb546c46178,c73e7b7ac9afae29c037056ce10b37080a15e15f46e8eaf58d6afffa8150b9bc,False,,,875568,509,1098913,117276,53c79ced8917762741748ab6d6079134d45d72f68f2707fb0a9e1e7fd8a7515b,True,False
tv2_m16_branch_00__MULTI__s9101,tv2_m16_branch_00,MULTI,9101,88,FROZEN_LAYERWISE,CONVERGED,0.38400298073649586,0.38400298073649564,1.2801813803537225e-05,9.304715158575277e-05,0.13758415583242226,5,4,13,352,1144,4.647526264190674,3,4,2,0.0,0,912,826,2564,92327,377.82819294929504,93471,2577,382.4757192134857,917,fits/tv2_m16_branch_00__MULTI__s9101/p087/FROZEN_LAYERWISE/WINNER.json,8a35c8854e97ffb9f6f8ac685b85365d4c1ad229c2853ea2a4d2dbc2726fcd7e,7d0ac4b2355b075731e34da453f6c9201c2f046df168484c0bd312506701a4d3,False,,,885632,509,1111544,118624,0f8065b0bca5e78603941060e8318b46a975f6065c29a160899e929dbf10d5ee,True,True
