unit,task_id,mixer,seed,p,strategy,status,loss,energy_report,p_opt,p_feas,p_opt_given_feas,objective_evaluations,gradient_evaluations,work_credits,work_budget,nominal_layer_work,fit_seconds,iterations,winner_call,active_parameter_count,earlier_parameter_change,incomplete_previous_calls_charged,ancestor_calls,ancestor_gradients,ancestor_credits,ancestor_layer_work,ancestor_fit_seconds,cumulative_layer_work,cumulative_credits,cumulative_fit_seconds,cumulative_calls,parent_record,parent_sha256,winner_sha256,has_state,complex_state_sha256,independent_state_error,cnot,ancillas,one_qubit,toffoli,initial_parameters_sha256,anchor_present,prefix_present
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,84,WARM_JOINT,BUDGET_EXHAUSTED,-0.8736446907517922,-0.8736446907517914,0.5216384013017084,0.9987366412693733,0.5222982513575519,112,111,334,336,28056,62.79843807220459,96,112,168,0.16038633517422163,0,4804,4722,14248,775388,1930.9210283756256,803444,14582,1993.7194664478302,4916,fits/tv2_m16_bottleneck_00__MULTI__s9101/p083/WARM_JOINT/WINNER.json,f621059b106a15430028b32ba6596579fbb4551181954ac9e17e24cac54e03bf,45fed1e8e6d44855a4fd4302e53e4114e9cebc697ec736707d0d63968954789b,False,,,1027152,579,1287484,139104,80e9736f0f03062befcb7dc09d7b7af466ba5d59c9e054e3611fce921f04cfd2,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,85,FROZEN_LAYERWISE,CONVERGED,0.3937411447400434,0.3937411447400436,0.000279043229511768,0.0015456535315802689,0.18053413899716292,39,38,115,340,9775,21.9656503200531,19,39,2,0.0,0,707,624,1955,78590,220.55231547355652,88365,2070,242.51796579360962,746,fits/tv2_m16_bottleneck_00__MULTI__s9101/p084/FROZEN_LAYERWISE/WINNER.json,4f40b3251b7fa487fbeb36a246a11fd9de1026b1fb3bc258fe639bbb9e363193,0ccae3097af12dd4e3eb5dfb7a8f75980f2b30058f5490f2f24150fb22de39af,False,,,1039380,579,1302811,140760,972cf765b82f005c9ce1199c7c50349cdadef8bc55a6b76730a69f946a2eac99,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,85,WARM_JOINT,BUDGET_EXHAUSTED,-0.8736920547405029,-0.8736920547405003,0.5218634233204119,0.9987387117783426,0.5225224747633822,114,113,340,340,28900,65.24926328659058,100,114,170,0.1278502584475188,0,4916,4833,14582,803444,1993.7194664478302,832344,14922,2058.968729734421,5030,fits/tv2_m16_bottleneck_00__MULTI__s9101/p084/WARM_JOINT/WINNER.json,45fed1e8e6d44855a4fd4302e53e4114e9cebc697ec736707d0d63968954789b,c8bc5b3fba56f43ac4edf60bc32c000163af7226241fd6d0f365c8916f0d5688,False,,,1039380,579,1302811,140760,75ecd9b0413568d3f64b29e7c7ccf78941fcd898aeea13e227b990da2c171129,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,86,FROZEN_LAYERWISE,CONVERGED,0.393635845572905,0.39363584557290465,0.0002945969858030928,0.00161614106462301,0.1822842029398047,25,24,73,344,6278,14.286608934402466,14,24,2,0.0,0,746,662,2070,88365,242.51796579360962,94643,2143,256.8045747280121,771,fits/tv2_m16_bottleneck_00__MULTI__s9101/p085/FROZEN_LAYERWISE/WINNER.json,0ccae3097af12dd4e3eb5dfb7a8f75980f2b30058f5490f2f24150fb22de39af,ea2ce681db2e7f6d532d8412e984c9d00cf07f268cbd9d2b260844edafce5407,False,,,1051608,579,1318138,142416,63db9a86c697a4b422b5cba4cab7ca2c9eb85ef28715f2e35276098d138cd2ae,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,86,WARM_JOINT,BUDGET_EXHAUSTED,-0.8737807830819981,-0.8737807830819984,0.5221934001338898,0.9988035273074582,0.5228189387172086,115,114,343,344,29498,66.51027703285217,101,115,172,0.28151562173360134,0,5030,4946,14922,832344,2058.968729734421,861842,15265,2125.479006767273,5145,fits/tv2_m16_bottleneck_00__MULTI__s9101/p085/WARM_JOINT/WINNER.json,c8bc5b3fba56f43ac4edf60bc32c000163af7226241fd6d0f365c8916f0d5688,7506a9f076267732d8564adf3ffb39d5ff25d06c0598297f2059fafb79aba41e,False,,,1051608,579,1318138,142416,248012f832ed3b557fb1d8ff2221bd95d553d292f52c7f8a49120b46cdb527b9,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,87,FROZEN_LAYERWISE,CONVERGED,0.3936358443597269,0.39363584435972687,0.00029454381409938006,0.001615901009710288,0.1822783774064157,4,3,10,348,870,1.9037275314331055,2,4,2,0.0,0,771,686,2143,94643,256.8045747280121,95513,2153,258.7083022594452,775,fits/tv2_m16_bottleneck_00__MULTI__s9101/p086/FROZEN_LAYERWISE/WINNER.json,ea2ce681db2e7f6d532d8412e984c9d00cf07f268cbd9d2b260844edafce5407,c43731964fbebcafaf7db90331f1f65fd885af5e897e16af5b673f9d0a6a50ef,False,,,1063836,579,1333465,144072,f3a82d49e1dafc35306f93a814e0fb8498dcbc1630bba5bb72f61c1598721c46,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,87,WARM_JOINT,BUDGET_EXHAUSTED,-0.8739111415170169,-0.8739111415170161,0.5230335511805374,0.9988569864922573,0.5236320697093024,116,115,346,348,30102,65.67203950881958,104,116,174,0.22733800167970625,0,5145,5060,15265,861842,2125.479006767273,891944,15611,2191.1510462760925,5261,fits/tv2_m16_bottleneck_00__MULTI__s9101/p086/WARM_JOINT/WINNER.json,7506a9f076267732d8564adf3ffb39d5ff25d06c0598297f2059fafb79aba41e,fb6c185467366cf3456f431398cbf76eb77c33950edb36b5468c144c8477bdbc,False,,,1063836,579,1333465,144072,bfa242d6f83b03ef08692355c93cc14fd28c4bf952c669c8f21ec0716233b145,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,88,FROZEN_LAYERWISE,CONVERGED,0.39363584269418217,0.3936358426941821,0.00029460759219571885,0.001616189115941887,0.1822853459967936,5,4,13,352,1144,2.5634777545928955,3,5,2,0.0,0,775,689,2153,95513,258.7083022594452,96657,2166,261.2717800140381,780,fits/tv2_m16_bottleneck_00__MULTI__s9101/p087/FROZEN_LAYERWISE/WINNER.json,c43731964fbebcafaf7db90331f1f65fd885af5e897e16af5b673f9d0a6a50ef,0cdfa263f4d1c67cb5fcaa44ef2fb44b3d9b931dbec4635e24a99489d58f0faf,False,,,1076064,579,1348792,145728,76cb0590fe45d1de06074db0f9118d0f0b3ab6b9f0740251983235bb07c3aab2,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,88,WARM_JOINT,BUDGET_EXHAUSTED,-0.8740233379232991,-0.8740233379232971,0.5246370548339085,0.9988859607731266,0.5252221729373845,118,117,352,352,30976,69.25656485557556,96,118,176,0.21444154915035551,0,5261,5175,15611,891944,2191.1510462760925,922920,15963,2260.407611131668,5379,fits/tv2_m16_bottleneck_00__MULTI__s9101/p087/WARM_JOINT/WINNER.json,fb6c185467366cf3456f431398cbf76eb77c33950edb36b5468c144c8477bdbc,272a1a91230eea3ab9cadc79d7f8c97f75806024dabcd28d2d70e2ef8d339d03,False,,,1076064,579,1348792,145728,c2efc3bb95fe6cf9e30da0082b97d599349aaac3f36e341548d9c6cd076eb944,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,89,FROZEN_LAYERWISE,CONVERGED,0.393635842057698,0.3936358420576985,0.0002945683013547644,0.0016160116936126357,0.18228104568739187,4,3,10,356,890,1.9735009670257568,2,4,2,0.0,0,780,693,2166,96657,261.2717800140381,97547,2176,263.24528098106384,784,fits/tv2_m16_bottleneck_00__MULTI__s9101/p088/FROZEN_LAYERWISE/WINNER.json,0cdfa263f4d1c67cb5fcaa44ef2fb44b3d9b931dbec4635e24a99489d58f0faf,3a0fdb7046ac0443a19cc243d2cb9363164ba5145436aa55df2f217a43c24347,False,,,1088292,579,1364119,147384,9ff9c89a79a10f8a5d2279be0148f532d9b67f87c23d258ee598234117e03214,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,89,WARM_JOINT,BUDGET_EXHAUSTED,-0.8742145615691526,-0.8742145615691479,0.5268438032117714,0.9989400526907095,0.5274028224143016,119,118,355,356,31595,68.34430694580078,100,119,178,0.5320248966778456,0,5379,5292,15963,922920,2260.407611131668,954515,16318,2328.751918077469,5498,fits/tv2_m16_bottleneck_00__MULTI__s9101/p088/WARM_JOINT/WINNER.json,272a1a91230eea3ab9cadc79d7f8c97f75806024dabcd28d2d70e2ef8d339d03,1174f5155dc3ec50dc82fbdbbe2a45deac9ea3efbad6be6faef99c6c6c7915b6,False,,,1088292,579,1364119,147384,7d7b04d36b68b93ee384be9ae61314671836832463b4b862167360f56133cd99,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,90,FROZEN_LAYERWISE,CONVERGED,0.39354749358686814,0.39354749358686814,0.0003057910746824504,0.0016695841554106093,0.18315403490831864,40,39,118,360,10620,23.12373185157776,20,40,2,0.0,0,784,696,2176,97547,263.24528098106384,108167,2294,286.3690128326416,824,fits/tv2_m16_bottleneck_00__MULTI__s9101/p089/FROZEN_LAYERWISE/WINNER.json,3a0fdb7046ac0443a19cc243d2cb9363164ba5145436aa55df2f217a43c24347,2eb61ae49b470732f98c63156ae1ccef779a15163f291e110d53f8351e8692de,False,,,1100520,579,1379446,149040,68b0e7c54bcd6fae08272074d55264a91aae1627fcf76427b0e076a3e882e3a8,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,90,WARM_JOINT,BUDGET_EXHAUSTED,-0.8742741126097056,-0.8742741126097056,0.5280306641863615,0.9989486921223274,0.528586371202437,120,119,358,360,32220,71.00539588928223,102,119,180,0.1099999199771482,0,5498,5410,16318,954515,2328.751918077469,986735,16676,2399.757313966751,5618,fits/tv2_m16_bottleneck_00__MULTI__s9101/p089/WARM_JOINT/WINNER.json,1174f5155dc3ec50dc82fbdbbe2a45deac9ea3efbad6be6faef99c6c6c7915b6,df751866caa1e3c7753f35d795288fdd8e308f36e459f2337ba715b50a6aa86a,False,,,1100520,579,1379446,149040,1e60c605c6188a195168c7cd5662fdb309aa3ecde67c3c7266540e0e41d7ca3b,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,91,FROZEN_LAYERWISE,CONVERGED,0.39354749343721035,0.3935474934372104,0.00030580540230199654,0.0016696524670535182,0.1831551225996508,5,4,13,364,1183,2.607839345932007,3,5,2,0.0,0,824,735,2294,108167,286.3690128326416,109350,2307,288.9768521785736,829,fits/tv2_m16_bottleneck_00__MULTI__s9101/p090/FROZEN_LAYERWISE/WINNER.json,2eb61ae49b470732f98c63156ae1ccef779a15163f291e110d53f8351e8692de,6f1ee9c6fe22f44c3d1fedc1f6e9ce382ff47356c2e4a9fadde98d211258a46c,False,,,1112748,579,1394773,150696,061b90f9c1bb0e8995ad2228425cc6847fa3b714a0236cfe48146970be9632f9,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,91,WARM_JOINT,BUDGET_EXHAUSTED,-0.8743470960250204,-0.8743470960250148,0.5295565984882146,0.9989464130887796,0.5301151208409727,122,121,364,364,33124,72.2595522403717,102,121,182,0.2508857473068047,0,5618,5529,16676,986735,2399.757313966751,1019859,17040,2472.016866207123,5740,fits/tv2_m16_bottleneck_00__MULTI__s9101/p090/WARM_JOINT/WINNER.json,df751866caa1e3c7753f35d795288fdd8e308f36e459f2337ba715b50a6aa86a,2814c94fd6d374145af8cf144a9f7ab4ba13ff806ace406ae3c3eb32d5ba03e1,False,,,1112748,579,1394773,150696,7430376f818b2e1596ee418a2b659ad3624cd4e1d1db5f6cd268d67cd0268ee3,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,92,FROZEN_LAYERWISE,CONVERGED,0.3935474925055608,0.39354749250556087,0.0003057697773496742,0.00166948296618286,0.18315237923558603,5,4,13,368,1196,2.6455094814300537,3,5,2,0.0,0,829,739,2307,109350,288.9768521785736,110546,2320,291.62236166000366,834,fits/tv2_m16_bottleneck_00__MULTI__s9101/p091/FROZEN_LAYERWISE/WINNER.json,6f1ee9c6fe22f44c3d1fedc1f6e9ce382ff47356c2e4a9fadde98d211258a46c,2e031c285881d69a88bce2f747c5873b0ed86d26ae94cedfa27d9270ce6f3a93,False,,,1124976,579,1410100,152352,334343bfc1994e8118898e387ede4becf86137b5433010379d82daaeb59faf51,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,92,WARM_JOINT,BUDGET_EXHAUSTED,-0.8744098979007084,-0.8744098979007103,0.5297154203769053,0.9989861231194125,0.5302530316665736,123,122,367,368,33764,75.14652299880981,107,123,184,0.11693675924672631,0,5740,5650,17040,1019859,2472.016866207123,1053623,17407,2547.1633892059326,5863,fits/tv2_m16_bottleneck_00__MULTI__s9101/p091/WARM_JOINT/WINNER.json,2814c94fd6d374145af8cf144a9f7ab4ba13ff806ace406ae3c3eb32d5ba03e1,539a3ef8dae45c5a76c61ddcb8a9757cce21b7e415e879f045a19456862631ee,False,,,1124976,579,1410100,152352,c06b7a07becc2ea85d9a3525339b783e6d56251d20a404893ffe64c5a15a67f8,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,93,FROZEN_LAYERWISE,CONVERGED,0.3935474919244321,0.3935474919244323,0.0003057980766847854,0.0016696178213238514,0.1831545355944488,5,4,13,372,1209,2.63753342628479,3,5,2,0.0,0,834,743,2320,110546,291.62236166000366,111755,2333,294.25989508628845,839,fits/tv2_m16_bottleneck_00__MULTI__s9101/p092/FROZEN_LAYERWISE/WINNER.json,2e031c285881d69a88bce2f747c5873b0ed86d26ae94cedfa27d9270ce6f3a93,8a43453204a6e06993395f4e0673c3aec1487eaebb1507e9d4481feac314f6b2,False,,,1137204,579,1425427,154008,8dfe4541946bd100c9e8f86c679e7ef648aa9bc7a37857a7826aca739dcf9263,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,93,WARM_JOINT,BUDGET_EXHAUSTED,-0.8744549286630479,-0.874454928663051,0.5297609496123766,0.9990110195334735,0.5302853915062606,124,123,370,372,34410,75.0833306312561,107,124,186,0.13633173559142264,0,5863,5772,17407,1053623,2547.1633892059326,1088033,17777,2622.2467198371887,5987,fits/tv2_m16_bottleneck_00__MULTI__s9101/p092/WARM_JOINT/WINNER.json,539a3ef8dae45c5a76c61ddcb8a9757cce21b7e415e879f045a19456862631ee,dca9ef58534a8b0210cb6df9c5c67949dee5a26a2475fdd23165752ec1b15e95,False,,,1137204,579,1425427,154008,112d3255607489b518e77e29361e8adba78285cbd4b3ac0da1513d9547015d65,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,94,FROZEN_LAYERWISE,CONVERGED,0.39354748864730776,0.39354748864730804,0.0003057312873080023,0.0016693005037697528,0.1831493410668568,5,4,13,376,1222,2.7367961406707764,3,5,2,0.0,0,839,747,2333,111755,294.25989508628845,112977,2346,296.99669122695923,844,fits/tv2_m16_bottleneck_00__MULTI__s9101/p093/FROZEN_LAYERWISE/WINNER.json,8a43453204a6e06993395f4e0673c3aec1487eaebb1507e9d4481feac314f6b2,9596e9e3424f85b6431812ac1f6b6564cc2f52c4cd4c674b3bbf7ca22cc85aa4,False,,,1149432,579,1440754,155664,25039a2c2d886209255c3b2e36a10403997b40fd363f88063c575c27018a9cd3,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,94,WARM_JOINT,BUDGET_EXHAUSTED,-0.8745061129970726,-0.8745061129970708,0.5304002752310583,0.999026789713937,0.5309169690864186,126,125,376,376,35344,77.92593550682068,107,126,188,0.1681416465777712,0,5987,5895,17777,1088033,2622.2467198371887,1123377,18153,2700.1726553440094,6113,fits/tv2_m16_bottleneck_00__MULTI__s9101/p093/WARM_JOINT/WINNER.json,dca9ef58534a8b0210cb6df9c5c67949dee5a26a2475fdd23165752ec1b15e95,8ded1a8fe1fa27e270ae54d26c5912508243d7a9b0d5e110b6d4447ce7d8af06,False,,,1149432,579,1440754,155664,f744876a21169c30e2b31a383e1974fcae5c5b2eb77da1e6af1a0e808031159d,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,95,FROZEN_LAYERWISE,CONVERGED,0.3935474832857647,0.3935474832857654,0.00030581678354709807,0.0016697086090762757,0.18315578052644976,5,4,13,380,1235,2.652289628982544,3,5,2,0.0,0,844,751,2346,112977,296.99669122695923,114212,2359,299.6489808559418,849,fits/tv2_m16_bottleneck_00__MULTI__s9101/p094/FROZEN_LAYERWISE/WINNER.json,9596e9e3424f85b6431812ac1f6b6564cc2f52c4cd4c674b3bbf7ca22cc85aa4,6730e55dceeecadd00025c5d28e43d9bf3ee271024e01e6f18d64d4d3f9f93fc,False,,,1161660,579,1456081,157320,1b066c1094ac19b59b59539ec8834223e83400e36a67e4eb7a8ba4ead3e478b9,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,95,WARM_JOINT,BUDGET_EXHAUSTED,-0.8745500673538512,-0.8745500673538458,0.5306794026158399,0.9990398779694879,0.5311894092700548,127,126,379,380,36005,77.44972157478333,112,127,190,0.091387820280866,0,6113,6020,18153,1123377,2700.1726553440094,1159382,18532,2777.6223769187927,6240,fits/tv2_m16_bottleneck_00__MULTI__s9101/p094/WARM_JOINT/WINNER.json,8ded1a8fe1fa27e270ae54d26c5912508243d7a9b0d5e110b6d4447ce7d8af06,37d17b4ffebd6e9300da40418082d15cdce50c83f95d90f41907f87a604c7c73,False,,,1161660,579,1456081,157320,ca7aaea7d4819a8f22195308ad5e886b3311bd96be0a3e51c5b7e59cf0320b1d,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,96,FROZEN_LAYERWISE,CONVERGED,0.393547482603367,0.39354748260336686,0.0003057862011985335,0.001669562976947943,0.18315343920570654,5,4,13,384,1248,2.7837328910827637,3,5,2,0.0,0,849,755,2359,114212,299.6489808559418,115460,2372,302.43271374702454,854,fits/tv2_m16_bottleneck_00__MULTI__s9101/p095/FROZEN_LAYERWISE/WINNER.json,6730e55dceeecadd00025c5d28e43d9bf3ee271024e01e6f18d64d4d3f9f93fc,cab038dc9b0ea67580b6dbc39c6579db80e3eff79ae288c61b4d3055443b806a,False,,,1173888,579,1471408,158976,5e99920c3c06391d98788fd8bf01c14f545926b9352e88b7d878a72003be1b57,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,96,WARM_JOINT,BUDGET_EXHAUSTED,-0.8745909728919888,-0.8745909728919881,0.531331499313665,0.9990556292829288,0.5318337475311836,128,127,382,384,36672,81.5749523639679,108,128,192,0.1680418988828074,0,6240,6146,18532,1159382,2777.6223769187927,1196054,18914,2859.1973292827606,6368,fits/tv2_m16_bottleneck_00__MULTI__s9101/p095/WARM_JOINT/WINNER.json,37d17b4ffebd6e9300da40418082d15cdce50c83f95d90f41907f87a604c7c73,0f5b033707fb45872d02a85307bfdaf6bd7f90b05fe1b28c56cf0075f9c91f71,False,,,1173888,579,1471408,158976,a0777376e9e794d22f42206ee742acf5cbf3b43d2b787a3434ba9bd48b772667,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,97,FROZEN_LAYERWISE,CONVERGED,0.39354748259631844,0.3935474825963188,0.0003057893253258997,0.0016695778567079756,0.1831536780973162,4,3,10,388,970,2.129206895828247,2,4,2,0.0,0,854,759,2372,115460,302.43271374702454,116430,2382,304.5619206428528,858,fits/tv2_m16_bottleneck_00__MULTI__s9101/p096/FROZEN_LAYERWISE/WINNER.json,cab038dc9b0ea67580b6dbc39c6579db80e3eff79ae288c61b4d3055443b806a,25d34689a78031ef20ed93de8ad9109cf9e4c152d082e4262de716569edc0fef,False,,,1186116,579,1486735,160632,3fcd7f064c26d79bac8cf158ab611bac01b2c4663a11bfe13f069a50bc3aa4c5,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,97,WARM_JOINT,BUDGET_EXHAUSTED,-0.8746183615391393,-0.8746183615391389,0.531521251298075,0.9990528573537143,0.532025155011283,130,129,388,388,37636,81.96155738830566,112,130,194,0.10175614876987682,0,6368,6273,18914,1196054,2859.1973292827606,1233690,19302,2941.1588866710663,6498,fits/tv2_m16_bottleneck_00__MULTI__s9101/p096/WARM_JOINT/WINNER.json,0f5b033707fb45872d02a85307bfdaf6bd7f90b05fe1b28c56cf0075f9c91f71,4c55041a79fddc3d461f0becaf8d07baf7e28bca2d1424b22bd282a457b9ddf1,False,,,1186116,579,1486735,160632,4adb19d7f91067b7df9b32531dc1996d2800c8391d03517ccd53cb66ef833c25,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,98,FROZEN_LAYERWISE,CONVERGED,0.3935474825872176,0.39354748258721706,0.00030579264503843455,0.0016695936713823465,0.18315393157021992,5,4,13,392,1274,2.86728572845459,3,5,2,0.0,0,858,762,2382,116430,304.5619206428528,117704,2395,307.4292063713074,863,fits/tv2_m16_bottleneck_00__MULTI__s9101/p097/FROZEN_LAYERWISE/WINNER.json,25d34689a78031ef20ed93de8ad9109cf9e4c152d082e4262de716569edc0fef,e2c8306f7c4c47a0841997404b66366aa7616e15147fe8372e8601e5a251cff2,False,,,1198344,579,1502062,162288,884bb220dabf782b9920a30091cc5427a0418f972815a119aa174b0b8142d027,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,98,WARM_JOINT,BUDGET_EXHAUSTED,-0.8746453512229424,-0.8746453512229447,0.5319794742838888,0.9990737442088882,0.5324726801875214,131,130,391,392,38318,85.22354650497437,115,131,196,0.14038107924643128,0,6498,6402,19302,1233690,2941.1588866710663,1272008,19693,3026.3824331760406,6629,fits/tv2_m16_bottleneck_00__MULTI__s9101/p097/WARM_JOINT/WINNER.json,4c55041a79fddc3d461f0becaf8d07baf7e28bca2d1424b22bd282a457b9ddf1,de10c92403d88d3a1fc82bb767c65c41e8a491724d1ec0f53b254348c815d535,False,,,1198344,579,1502062,162288,84fd56216ebbba5b785b1bed58891ef7a13de4e8bd188eefc3ff7fcc50cff28e,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,99,FROZEN_LAYERWISE,CONVERGED,0.39347457738226715,0.3934745773822679,0.0003185313321641365,0.0017260560957774586,0.18454286216037613,26,25,76,396,7524,16.972044944763184,14,26,2,0.0,0,863,766,2395,117704,307.4292063713074,125228,2471,324.40125131607056,889,fits/tv2_m16_bottleneck_00__MULTI__s9101/p098/FROZEN_LAYERWISE/WINNER.json,e2c8306f7c4c47a0841997404b66366aa7616e15147fe8372e8601e5a251cff2,8c8fcd5a6c4992efebc2924dd8dcca11583973bb4647da47785a3ebe4bc66aba,False,,,1210572,579,1517389,163944,2152ef04f5f79fa1003d29b4613cda166d19a9dd5ab231dd90c0840736254fa2,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,99,WARM_JOINT,BUDGET_EXHAUSTED,-0.8746697009397257,-0.874669700939733,0.5320735545657269,0.9990761476562294,0.532565566512561,132,131,394,396,39006,83.1996579170227,115,132,198,0.08343628599616748,0,6629,6532,19693,1272008,3026.3824331760406,1311014,20087,3109.5820910930634,6761,fits/tv2_m16_bottleneck_00__MULTI__s9101/p098/WARM_JOINT/WINNER.json,de10c92403d88d3a1fc82bb767c65c41e8a491724d1ec0f53b254348c815d535,481efcd85b54e9086012e2213f66f6bb51a53a2fcebcd6fb2fce2e4c78898677,False,,,1210572,579,1517389,163944,0abb26b7635a0aac1ee42da16044e159849a85c03ae7b581d052316f6e1ed4a2,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,100,FROZEN_LAYERWISE,CONVERGED,0.393474575570096,0.3934745755700959,0.0003184669387030306,0.0017257718759148648,0.1845359419443576,5,4,13,400,1300,2.831188201904297,3,5,2,0.0,0,889,791,2471,125228,324.40125131607056,126528,2484,327.23243951797485,894,fits/tv2_m16_bottleneck_00__MULTI__s9101/p099/FROZEN_LAYERWISE/WINNER.json,8c8fcd5a6c4992efebc2924dd8dcca11583973bb4647da47785a3ebe4bc66aba,61dbf8744b75b067c50323dbd7f48a4ec910daee2bd321441633e19ec070d684,False,,,1222800,579,1532716,165600,70f39ce77911e52702ee7767aab75beae5e96da704651f7130ed0bb1ca795afb,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,100,WARM_JOINT,BUDGET_EXHAUSTED,-0.8746936410329076,-0.8746936410329083,0.5323048986884931,0.9990922047991658,0.5327885615877618,134,133,400,400,40000,86.46124625205994,112,134,200,0.16134827813897346,0,6761,6663,20087,1311014,3109.5820910930634,1351014,20487,3196.0433373451233,6895,fits/tv2_m16_bottleneck_00__MULTI__s9101/p099/WARM_JOINT/WINNER.json,481efcd85b54e9086012e2213f66f6bb51a53a2fcebcd6fb2fce2e4c78898677,8418d4a1f1213ad08b7dbd09b9455ca6ba90def97a952ee9728929b6cf98347c,False,,,1222800,579,1532716,165600,56b03782cce7117bedf0249fd4bc5e5eb67a89af429fce822a79e27decc2a562,True,False
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,101,FROZEN_LAYERWISE,CONVERGED,0.39347457520074325,0.39347457520074286,0.0003184964430824968,0.0017259021582559178,0.18453910701655774,4,3,10,404,1010,2.151256561279297,2,4,2,0.0,0,894,795,2484,126528,327.23243951797485,127538,2494,329.38369607925415,898,fits/tv2_m16_bottleneck_00__MULTI__s9101/p100/FROZEN_LAYERWISE/WINNER.json,61dbf8744b75b067c50323dbd7f48a4ec910daee2bd321441633e19ec070d684,b220c3bcc80a8982d0b51e48475a17cc1dc5bdf02bf8749674e37c3fabf9b744,False,,,1235028,579,1548043,167256,f3d4777ddc200b654c7df317b4b66dacd59c01e72d52214d01c912e2c1bad22e,True,True
tv2_m16_bottleneck_00__MULTI__s9101,tv2_m16_bottleneck_00,MULTI,9101,101,WARM_JOINT,BUDGET_EXHAUSTED,-0.8747148891540026,-0.8747148891540012,0.5323817180637211,0.9990922556117509,0.532865423661742,135,134,403,404,40703,86.2185275554657,115,135,202,0.06696094200070224,0,6895,6796,20487,1351014,3196.0433373451233,1391717,20890,3282.261864900589,7030,fits/tv2_m16_bottleneck_00__MULTI__s9101/p100/WARM_JOINT/WINNER.json,8418d4a1f1213ad08b7dbd09b9455ca6ba90def97a952ee9728929b6cf98347c,766db0ca7c7d6f781aeab0eedb2bf4dd89e790249343bc3403d4dc952238c77d,False,,,1235028,579,1548043,167256,0edcdedf55fb89c2b42191a67dd503cd77212f289deaa1106fc742febd22aa74,True,False
